sub-category	geneID	category
bone-cancer	2099	cancer
bone-cancer	2214	cancer
bone-cancer	2264	cancer
bone-cancer	2952	cancer
bone-cancer	3106	cancer
bone-cancer	3119	cancer
bone-cancer	3123	cancer
bone-cancer	3126	cancer
bone-cancer	3127	cancer
bone-cancer	3569	cancer
bone-cancer	3586	cancer
bone-cancer	4087	cancer
bone-cancer	4088	cancer
bone-cancer	4089	cancer
bone-cancer	4092	cancer
bone-cancer	4353	cancer
bone-cancer	5175	cancer
bone-cancer	5925	cancer
bone-cancer	7040	cancer
bone-cancer	7046	cancer
bone-cancer	7048	cancer
bone-cancer	7124	cancer
bone-cancer	7157	cancer
bone-cancer	7421	cancer
bone-cancer	7516	cancer
bone-cancer	7517	cancer
brain-cancer	210	cancer
brain-cancer	324	cancer
brain-cancer	1499	cancer
brain-cancer	1543	cancer
brain-cancer	1545	cancer
brain-cancer	1571	cancer
brain-cancer	1728	cancer
brain-cancer	1950	cancer
brain-cancer	1956	cancer
brain-cancer	2052	cancer
brain-cancer	2068	cancer
brain-cancer	2547	cancer
brain-cancer	2950	cancer
brain-cancer	2952	cancer
brain-cancer	2944	cancer
brain-cancer	2947	cancer
brain-cancer	4255	cancer
brain-cancer	3565	cancer
brain-cancer	3566	cancer
brain-cancer	3596	cancer
brain-cancer	4193	cancer
brain-cancer	4312	cancer
brain-cancer	4314	cancer
brain-cancer	4316	cancer
brain-cancer	4318	cancer
brain-cancer	4524	cancer
brain-cancer	4548	cancer
brain-cancer	5243	cancer
brain-cancer	5444	cancer
brain-cancer	5591	cancer
brain-cancer	5728	cancer
brain-cancer	5743	cancer
brain-cancer	5888	cancer
brain-cancer	6817	cancer
brain-cancer	6948	cancer
brain-cancer	7015	cancer
brain-cancer	7157	cancer
brain-cancer	7428	cancer
brain-cancer	7515	cancer
brain-cancer	7517	cancer
brain-cancer	7520	cancer
brain-cancer	8438	cancer
brain-cancer	8929	cancer
brain-cancer	8945	cancer
brain-cancer	29998	cancer
brain-cancer	80332	cancer
breast-cancer	9	cancer
breast-cancer	10	cancer
breast-cancer	31	cancer
breast-cancer	125	cancer
breast-cancer	126	cancer
breast-cancer	142	cancer
breast-cancer	154	cancer
breast-cancer	196	cancer
breast-cancer	328	cancer
breast-cancer	348	cancer
breast-cancer	354	cancer
breast-cancer	355	cancer
breast-cancer	356	cancer
breast-cancer	367	cancer
breast-cancer	472	cancer
breast-cancer	545	cancer
breast-cancer	571	cancer
breast-cancer	580	cancer
breast-cancer	595	cancer
breast-cancer	596	cancer
breast-cancer	672	cancer
breast-cancer	673	cancer
breast-cancer	675	cancer
breast-cancer	699	cancer
breast-cancer	701	cancer
breast-cancer	712	cancer
breast-cancer	799	cancer
breast-cancer	841	cancer
breast-cancer	843	cancer
breast-cancer	847	cancer
breast-cancer	875	cancer
breast-cancer	902	cancer
breast-cancer	999	cancer
breast-cancer	1022	cancer
breast-cancer	1026	cancer
breast-cancer	1027	cancer
breast-cancer	1029	cancer
breast-cancer	1062	cancer
breast-cancer	1312	cancer
breast-cancer	1493	cancer
breast-cancer	1543	cancer
breast-cancer	1544	cancer
breast-cancer	1545	cancer
breast-cancer	1565	cancer
breast-cancer	1576	cancer
breast-cancer	1577	cancer
breast-cancer	1583	cancer
breast-cancer	1585	cancer
breast-cancer	1586	cancer
breast-cancer	1586	cancer
breast-cancer	1588	cancer
breast-cancer	1591	cancer
breast-cancer	1636	cancer
breast-cancer	1719	cancer
breast-cancer	1728	cancer
breast-cancer	1755	cancer
breast-cancer	1773	cancer
breast-cancer	1789	cancer
breast-cancer	1806	cancer
breast-cancer	1813	cancer
breast-cancer	1956	cancer
breast-cancer	2033	cancer
breast-cancer	2052	cancer
breast-cancer	2064	cancer
breast-cancer	2067	cancer
breast-cancer	2068	cancer
breast-cancer	2072	cancer
breast-cancer	2073	cancer
breast-cancer	2074	cancer
breast-cancer	2099	cancer
breast-cancer	2100	cancer
breast-cancer	2175	cancer
breast-cancer	2177	cancer
breast-cancer	2263	cancer
breast-cancer	2264	cancer
breast-cancer	2547	cancer
breast-cancer	2638	cancer
breast-cancer	2688	cancer
breast-cancer	2690	cancer
breast-cancer	2691	cancer
breast-cancer	2692	cancer
breast-cancer	2693	cancer
breast-cancer	2778	cancer
breast-cancer	2950	cancer
breast-cancer	2952	cancer
breast-cancer	2954	cancer
breast-cancer	2784	cancer
breast-cancer	2811	cancer
breast-cancer	2876	cancer
breast-cancer	2879	cancer
breast-cancer	2886	cancer
breast-cancer	2908	cancer
breast-cancer	2936	cancer
breast-cancer	2938	cancer
breast-cancer	2944	cancer
breast-cancer	2947	cancer
breast-cancer	3077	cancer
breast-cancer	3115	cancer
breast-cancer	3117	cancer
breast-cancer	3119	cancer
breast-cancer	3123	cancer
breast-cancer	3240	cancer
breast-cancer	3265	cancer
breast-cancer	3292	cancer
breast-cancer	3294	cancer
breast-cancer	3458	cancer
breast-cancer	3479	cancer
breast-cancer	3480	cancer
breast-cancer	3483	cancer
breast-cancer	3484	cancer
breast-cancer	3486	cancer
breast-cancer	3490	cancer
breast-cancer	3508	cancer
breast-cancer	3552	cancer
breast-cancer	3553	cancer
breast-cancer	4255	cancer
breast-cancer	3569	cancer
breast-cancer	3576	cancer
breast-cancer	3586	cancer
breast-cancer	3630	cancer
breast-cancer	3643	cancer
breast-cancer	3667	cancer
breast-cancer	3673	cancer
breast-cancer	3675	cancer
breast-cancer	3690	cancer
breast-cancer	3791	cancer
breast-cancer	3845	cancer
breast-cancer	3952	cancer
breast-cancer	3953	cancer
breast-cancer	3973	cancer
breast-cancer	3978	cancer
breast-cancer	3980	cancer
breast-cancer	3981	cancer
breast-cancer	4023	cancer
breast-cancer	4035	cancer
breast-cancer	4046	cancer
breast-cancer	4049	cancer
breast-cancer	4085	cancer
breast-cancer	4157	cancer
breast-cancer	4193	cancer
breast-cancer	4214	cancer
breast-cancer	4292	cancer
breast-cancer	4312	cancer
breast-cancer	4313	cancer
breast-cancer	4314	cancer
breast-cancer	4318	cancer
breast-cancer	4321	cancer
breast-cancer	4322	cancer
breast-cancer	4353	cancer
breast-cancer	4522	cancer
breast-cancer	4524	cancer
breast-cancer	4536	cancer
breast-cancer	4537	cancer
breast-cancer	4548	cancer
breast-cancer	4552	cancer
breast-cancer	4397	cancer
breast-cancer	4595	cancer
breast-cancer	4609	cancer
breast-cancer	4610	cancer
breast-cancer	4683	cancer
breast-cancer	4761	cancer
breast-cancer	4790	cancer
breast-cancer	4792	cancer
breast-cancer	4830	cancer
breast-cancer	4846	cancer
breast-cancer	4862	cancer
breast-cancer	4926	cancer
breast-cancer	4968	cancer
breast-cancer	5054	cancer
breast-cancer	5054	cancer
breast-cancer	5172	cancer
breast-cancer	5241	cancer
breast-cancer	5243	cancer
breast-cancer	5245	cancer
breast-cancer	5290	cancer
breast-cancer	5409	cancer
breast-cancer	5423	cancer
breast-cancer	5424	cancer
breast-cancer	5444	cancer
breast-cancer	5445	cancer
breast-cancer	5447	cancer
breast-cancer	5449	cancer
breast-cancer	5468	cancer
breast-cancer	5469	cancer
breast-cancer	5519	cancer
breast-cancer	5591	cancer
breast-cancer	5617	cancer
breast-cancer	5618	cancer
breast-cancer	5655	cancer
breast-cancer	5728	cancer
breast-cancer	5743	cancer
breast-cancer	5795	cancer
breast-cancer	5887	cancer
breast-cancer	5888	cancer
breast-cancer	5889	cancer
breast-cancer	5892	cancer
breast-cancer	5893	cancer
breast-cancer	5925	cancer
breast-cancer	6041	cancer
breast-cancer	6271	cancer
breast-cancer	6387	cancer
breast-cancer	6462	cancer
breast-cancer	6464	cancer
breast-cancer	6470	cancer
breast-cancer	6494	cancer
breast-cancer	6573	cancer
breast-cancer	6615	cancer
breast-cancer	6647	cancer
breast-cancer	6648	cancer
breast-cancer	6716	cancer
breast-cancer	6750	cancer
breast-cancer	6751	cancer
breast-cancer	6752	cancer
breast-cancer	6753	cancer
breast-cancer	6754	cancer
breast-cancer	6755	cancer
breast-cancer	6783	cancer
breast-cancer	6790	cancer
breast-cancer	6799	cancer
breast-cancer	6817	cancer
breast-cancer	7036	cancer
breast-cancer	7037	cancer
breast-cancer	7040	cancer
breast-cancer	7042	cancer
breast-cancer	7046	cancer
breast-cancer	7048	cancer
breast-cancer	7077	cancer
breast-cancer	7078	cancer
breast-cancer	7087	cancer
breast-cancer	7124	cancer
breast-cancer	7133	cancer
breast-cancer	7157	cancer
breast-cancer	7158	cancer
breast-cancer	7161	cancer
breast-cancer	7172	cancer
breast-cancer	7272	cancer
breast-cancer	7295	cancer
breast-cancer	7296	cancer
breast-cancer	7298	cancer
breast-cancer	7363	cancer
breast-cancer	7364	cancer
breast-cancer	7366	cancer
breast-cancer	7386	cancer
breast-cancer	7421	cancer
breast-cancer	7422	cancer
breast-cancer	7486	cancer
breast-cancer	7508	cancer
breast-cancer	7515	cancer
breast-cancer	7516	cancer
breast-cancer	7517	cancer
breast-cancer	7518	cancer
breast-cancer	7520	cancer
breast-cancer	7799	cancer
breast-cancer	7979	cancer
breast-cancer	8110	cancer
breast-cancer	8202	cancer
breast-cancer	8434	cancer
breast-cancer	8557	cancer
breast-cancer	8793	cancer
breast-cancer	8794	cancer
breast-cancer	8797	cancer
breast-cancer	8660	cancer
breast-cancer	8837	cancer
breast-cancer	8932	cancer
breast-cancer	9049	cancer
breast-cancer	9112	cancer
breast-cancer	9166	cancer
breast-cancer	9184	cancer
breast-cancer	9232	cancer
breast-cancer	9446	cancer
breast-cancer	9540	cancer
breast-cancer	9635	cancer
breast-cancer	9760	cancer
breast-cancer	9988	cancer
breast-cancer	10111	cancer
breast-cancer	10459	cancer
breast-cancer	10755	cancer
breast-cancer	10587	cancer
breast-cancer	10631	cancer
breast-cancer	10664	cancer
breast-cancer	10840	cancer
breast-cancer	10891	cancer
breast-cancer	10919	cancer
breast-cancer	10948	cancer
breast-cancer	11073	cancer
breast-cancer	11122	cancer
breast-cancer	11186	cancer
breast-cancer	11200	cancer
breast-cancer	11214	cancer
breast-cancer	11216	cancer
breast-cancer	11236	cancer
breast-cancer	22806	cancer
breast-cancer	23581	cancer
breast-cancer	25828	cancer
breast-cancer	51738	cancer
breast-cancer	30061	cancer
breast-cancer	51053	cancer
breast-cancer	51151	cancer
breast-cancer	54658	cancer
breast-cancer	55655	cancer
breast-cancer	57504	cancer
breast-cancer	57509	cancer
breast-cancer	64754	cancer
breast-cancer	59348	cancer
breast-cancer	79813	cancer
breast-cancer	80781	cancer
breast-cancer	81620	cancer
breast-cancer	83990	cancer
breast-cancer	84152	cancer
breast-cancer	84299	cancer
breast-cancer	85366	cancer
breast-cancer	93210	cancer
breast-cancer	115761	cancer
breast-cancer	118856	cancer
breast-cancer	119391	cancer
breast-cancer	133522	cancer
breast-cancer	164656	cancer
breast-cancer	203068	cancer
breast-cancer	6775076	cancer
breast-cancer	6775094	cancer
cervical-cancer	10	cancer
cervical-cancer	155	cancer
cervical-cancer	332	cancer
cervical-cancer	355	cancer
cervical-cancer	356	cancer
cervical-cancer	367	cancer
cervical-cancer	472	cancer
cervical-cancer	595	cancer
cervical-cancer	672	cancer
cervical-cancer	673	cancer
cervical-cancer	841	cancer
cervical-cancer	843	cancer
cervical-cancer	1026	cancer
cervical-cancer	1231	cancer
cervical-cancer	1234	cancer
cervical-cancer	1312	cancer
cervical-cancer	1493	cancer
cervical-cancer	1543	cancer
cervical-cancer	1544	cancer
cervical-cancer	1545	cancer
cervical-cancer	1571	cancer
cervical-cancer	1576	cancer
cervical-cancer	1577	cancer
cervical-cancer	1583	cancer
cervical-cancer	1586	cancer
cervical-cancer	1588	cancer
cervical-cancer	1950	cancer
cervical-cancer	1956	cancer
cervical-cancer	2052	cancer
cervical-cancer	2064	cancer
cervical-cancer	2067	cancer
cervical-cancer	2068	cancer
cervical-cancer	2072	cancer
cervical-cancer	2073	cancer
cervical-cancer	2099	cancer
cervical-cancer	2100	cancer
cervical-cancer	2272	cancer
cervical-cancer	2956	cancer
cervical-cancer	2944	cancer
cervical-cancer	3091	cancer
cervical-cancer	3105	cancer
cervical-cancer	3106	cancer
cervical-cancer	3107	cancer
cervical-cancer	3115	cancer
cervical-cancer	3117	cancer
cervical-cancer	3119	cancer
cervical-cancer	3123	cancer
cervical-cancer	3292	cancer
cervical-cancer	3451	cancer
cervical-cancer	3458	cancer
cervical-cancer	4255	cancer
cervical-cancer	4276	cancer
cervical-cancer	3659	cancer
cervical-cancer	3802	cancer
cervical-cancer	3803	cancer
cervical-cancer	3804	cancer
cervical-cancer	3805	cancer
cervical-cancer	3806	cancer
cervical-cancer	3808	cancer
cervical-cancer	3809	cancer
cervical-cancer	3810	cancer
cervical-cancer	3811	cancer
cervical-cancer	3812	cancer
cervical-cancer	3813	cancer
cervical-cancer	3845	cancer
cervical-cancer	4193	cancer
cervical-cancer	4292	cancer
cervical-cancer	4312	cancer
cervical-cancer	4318	cancer
cervical-cancer	4353	cancer
cervical-cancer	4524	cancer
cervical-cancer	4535	cancer
cervical-cancer	4550	cancer
cervical-cancer	4567	cancer
cervical-cancer	4436	cancer
cervical-cancer	4582	cancer
cervical-cancer	4595	cancer
cervical-cancer	4843	cancer
cervical-cancer	4968	cancer
cervical-cancer	5063	cancer
cervical-cancer	5241	cancer
cervical-cancer	5243	cancer
cervical-cancer	5290	cancer
cervical-cancer	5395	cancer
cervical-cancer	5519	cancer
cervical-cancer	5728	cancer
cervical-cancer	5743	cancer
cervical-cancer	5925	cancer
cervical-cancer	6053	cancer
cervical-cancer	6462	cancer
cervical-cancer	6556	cancer
cervical-cancer	6768	cancer
cervical-cancer	6799	cancer
cervical-cancer	6817	cancer
cervical-cancer	6890	cancer
cervical-cancer	7124	cancer
cervical-cancer	7157	cancer
cervical-cancer	7161	cancer
cervical-cancer	7507	cancer
cervical-cancer	7508	cancer
cervical-cancer	7515	cancer
cervical-cancer	7517	cancer
cervical-cancer	7520	cancer
cervical-cancer	9338	cancer
cervical-cancer	8837	cancer
cervical-cancer	11200	cancer
cervical-cancer	54658	cancer
cervical-cancer	115653	cancer
cervical-cancer	100132285	cancer
cervical-cancer	6775098	cancer
colon-cancer	9	cancer
colon-cancer	10	cancer
colon-cancer	92	cancer
colon-cancer	125	cancer
colon-cancer	126	cancer
colon-cancer	142	cancer
colon-cancer	154	cancer
colon-cancer	155	cancer
colon-cancer	183	cancer
colon-cancer	185	cancer
colon-cancer	217	cancer
colon-cancer	239	cancer
colon-cancer	240	cancer
colon-cancer	948	cancer
colon-cancer	324	cancer
colon-cancer	328	cancer
colon-cancer	335	cancer
colon-cancer	338	cancer
colon-cancer	345	cancer
colon-cancer	348	cancer
colon-cancer	355	cancer
colon-cancer	356	cancer
colon-cancer	367	cancer
colon-cancer	472	cancer
colon-cancer	488	cancer
colon-cancer	580	cancer
colon-cancer	581	cancer
colon-cancer	595	cancer
colon-cancer	641	cancer
colon-cancer	672	cancer
colon-cancer	673	cancer
colon-cancer	841	cancer
colon-cancer	843	cancer
colon-cancer	846	cancer
colon-cancer	857	cancer
colon-cancer	875	cancer
colon-cancer	902	cancer
colon-cancer	929	cancer
colon-cancer	999	cancer
colon-cancer	1027	cancer
colon-cancer	1029	cancer
colon-cancer	1030	cancer
colon-cancer	1044	cancer
colon-cancer	1045	cancer
colon-cancer	1071	cancer
colon-cancer	1111	cancer
colon-cancer	1312	cancer
colon-cancer	1493	cancer
colon-cancer	1499	cancer
colon-cancer	1508	cancer
colon-cancer	1535	cancer
colon-cancer	1543	cancer
colon-cancer	1544	cancer
colon-cancer	1545	cancer
colon-cancer	1548	cancer
colon-cancer	1557	cancer
colon-cancer	1558	cancer
colon-cancer	1559	cancer
colon-cancer	1565	cancer
colon-cancer	1571	cancer
colon-cancer	1576	cancer
colon-cancer	1577	cancer
colon-cancer	1581	cancer
colon-cancer	1583	cancer
colon-cancer	1586	cancer
colon-cancer	1588	cancer
colon-cancer	1630	cancer
colon-cancer	1636	cancer
colon-cancer	1719	cancer
colon-cancer	1728	cancer
colon-cancer	1789	cancer
colon-cancer	1806	cancer
colon-cancer	1956	cancer
colon-cancer	2048	cancer
colon-cancer	2052	cancer
colon-cancer	2064	cancer
colon-cancer	2067	cancer
colon-cancer	2068	cancer
colon-cancer	2071	cancer
colon-cancer	2072	cancer
colon-cancer	2073	cancer
colon-cancer	2074	cancer
colon-cancer	2099	cancer
colon-cancer	2100	cancer
colon-cancer	2147	cancer
colon-cancer	2153	cancer
colon-cancer	2165	cancer
colon-cancer	2264	cancer
colon-cancer	2272	cancer
colon-cancer	2328	cancer
colon-cancer	2346	cancer
colon-cancer	2487	cancer
colon-cancer	2688	cancer
colon-cancer	2778	cancer
colon-cancer	2950	cancer
colon-cancer	2952	cancer
colon-cancer	2953	cancer
colon-cancer	2956	cancer
colon-cancer	2876	cancer
colon-cancer	2938	cancer
colon-cancer	2939	cancer
colon-cancer	2941	cancer
colon-cancer	2944	cancer
colon-cancer	2947	cancer
colon-cancer	3077	cancer
colon-cancer	3091	cancer
colon-cancer	3106	cancer
colon-cancer	3107	cancer
colon-cancer	3265	cancer
colon-cancer	3383	cancer
colon-cancer	3458	cancer
colon-cancer	3479	cancer
colon-cancer	3486	cancer
colon-cancer	3553	cancer
colon-cancer	3557	cancer
colon-cancer	4255	cancer
colon-cancer	4257	cancer
colon-cancer	3565	cancer
colon-cancer	3569	cancer
colon-cancer	3576	cancer
colon-cancer	3586	cancer
colon-cancer	3592	cancer
colon-cancer	3630	cancer
colon-cancer	3643	cancer
colon-cancer	3667	cancer
colon-cancer	3690	cancer
colon-cancer	3809	cancer
colon-cancer	3811	cancer
colon-cancer	3845	cancer
colon-cancer	3938	cancer
colon-cancer	4023	cancer
colon-cancer	4087	cancer
colon-cancer	4088	cancer
colon-cancer	4089	cancer
colon-cancer	4092	cancer
colon-cancer	4192	cancer
colon-cancer	4193	cancer
colon-cancer	4292	cancer
colon-cancer	4312	cancer
colon-cancer	4313	cancer
colon-cancer	4314	cancer
colon-cancer	4316	cancer
colon-cancer	4318	cancer
colon-cancer	4360	cancer
colon-cancer	4521	cancer
colon-cancer	4522	cancer
colon-cancer	4524	cancer
colon-cancer	4548	cancer
colon-cancer	4552	cancer
colon-cancer	4397	cancer
colon-cancer	4436	cancer
colon-cancer	4437	cancer
colon-cancer	4512	cancer
colon-cancer	4512	cancer
colon-cancer	4595	cancer
colon-cancer	4609	cancer
colon-cancer	4610	cancer
colon-cancer	4619	cancer
colon-cancer	5338	cancer
colon-cancer	4790	cancer
colon-cancer	4792	cancer
colon-cancer	4830	cancer
colon-cancer	4843	cancer
colon-cancer	4846	cancer
colon-cancer	4893	cancer
colon-cancer	4953	cancer
colon-cancer	4968	cancer
colon-cancer	5054	cancer
colon-cancer	5243	cancer
colon-cancer	5290	cancer
colon-cancer	5320	cancer
colon-cancer	5327	cancer
colon-cancer	5328	cancer
colon-cancer	5395	cancer
colon-cancer	5423	cancer
colon-cancer	5444	cancer
colon-cancer	5467	cancer
colon-cancer	5468	cancer
colon-cancer	5506	cancer
colon-cancer	5728	cancer
colon-cancer	5742	cancer
colon-cancer	5743	cancer
colon-cancer	5887	cancer
colon-cancer	5925	cancer
colon-cancer	6035	cancer
colon-cancer	6347	cancer
colon-cancer	6374	cancer
colon-cancer	6376	cancer
colon-cancer	6387	cancer
colon-cancer	6401	cancer
colon-cancer	6470	cancer
colon-cancer	6555	cancer
colon-cancer	6573	cancer
colon-cancer	6648	cancer
colon-cancer	6790	cancer
colon-cancer	6799	cancer
colon-cancer	6817	cancer
colon-cancer	6948	cancer
colon-cancer	7037	cancer
colon-cancer	7040	cancer
colon-cancer	7046	cancer
colon-cancer	7048	cancer
colon-cancer	7076	cancer
colon-cancer	7097	cancer
colon-cancer	7099	cancer
colon-cancer	7124	cancer
colon-cancer	7157	cancer
colon-cancer	7161	cancer
colon-cancer	7172	cancer
colon-cancer	7298	cancer
colon-cancer	7361	cancer
colon-cancer	7364	cancer
colon-cancer	7372	cancer
colon-cancer	7421	cancer
colon-cancer	7422	cancer
colon-cancer	7428	cancer
colon-cancer	7507	cancer
colon-cancer	7508	cancer
colon-cancer	7515	cancer
colon-cancer	8313	cancer
colon-cancer	7517	cancer
colon-cancer	7896	cancer
colon-cancer	8312	cancer
colon-cancer	8797	cancer
colon-cancer	8660	cancer
colon-cancer	8837	cancer
colon-cancer	9049	cancer
colon-cancer	9156	cancer
colon-cancer	9446	cancer
colon-cancer	9518	cancer
colon-cancer	10716	cancer
colon-cancer	10848	cancer
colon-cancer	10849	cancer
colon-cancer	10891	cancer
colon-cancer	10982	cancer
colon-cancer	11122	cancer
colon-cancer	11186	cancer
