sub-category	geneID	category
cerebral-hemorrhage	2147	cardiovascular
cerebral-hemorrhage	2153	cardiovascular
cerebral-hemorrhage	2155	cardiovascular
cerebral-hemorrhage	2157	cardiovascular
cerebral-hemorrhage	2162	cardiovascular
cerebral-hemorrhage	2778	cardiovascular
cerebral-hemorrhage	2811	cardiovascular
cerebral-hemorrhage	3479	cardiovascular
cerebral-hemorrhage	3552	cardiovascular
cerebral-hemorrhage	3553	cardiovascular
cerebral-hemorrhage	3569	cardiovascular
cerebral-hemorrhage	3673	cardiovascular
cerebral-hemorrhage	3674	cardiovascular
cerebral-hemorrhage	3690	cardiovascular
cerebral-hemorrhage	3984	cardiovascular
cerebral-hemorrhage	4312	cardiovascular
cerebral-hemorrhage	4313	cardiovascular
cerebral-hemorrhage	4314	cardiovascular
cerebral-hemorrhage	4318	cardiovascular
cerebral-hemorrhage	4321	cardiovascular
cerebral-hemorrhage	4846	cardiovascular
cerebral-hemorrhage	5054	cardiovascular
cerebral-hemorrhage	7035	cardiovascular
cerebral-hemorrhage	7054	cardiovascular
cerebral-hemorrhage	7057	cardiovascular
cerebral-hemorrhage	7124	cardiovascular
cerebral-hemorrhage	7980	cardiovascular
cerebral-hemorrhage	56729	cardiovascular
cerebral-hemorrhage	59272	cardiovascular
cerebral-hemorrhage	203068	cardiovascular
cerebral-infarction	185	cardiovascular
cerebral-infarction	335	cardiovascular
cerebral-infarction	875	cardiovascular
cerebral-infarction	931	cardiovascular
cerebral-infarction	1636	cardiovascular
cerebral-infarction	2157	cardiovascular
cerebral-infarction	2244	cardiovascular
cerebral-infarction	3117	cardiovascular
cerebral-infarction	3552	cardiovascular
cerebral-infarction	3949	cardiovascular
cerebral-infarction	4023	cardiovascular
cerebral-infarction	4524	cardiovascular
cerebral-infarction	5054	cardiovascular
cerebral-infarction	5144	cardiovascular
cerebral-infarction	5740	cardiovascular
cerebral-infarction	7124	cardiovascular
cerebral-infarction	51206	cardiovascular
cerebrovascular-disease	12	cardiovascular
cerebrovascular-disease	94	cardiovascular
cerebrovascular-disease	118	cardiovascular
cerebrovascular-disease	183	cardiovascular
cerebrovascular-disease	335	cardiovascular
cerebrovascular-disease	345	cardiovascular
cerebrovascular-disease	348	cardiovascular
cerebrovascular-disease	721	cardiovascular
cerebrovascular-disease	875	cardiovascular
cerebrovascular-disease	889	cardiovascular
cerebrovascular-disease	929	cardiovascular
cerebrovascular-disease	1511	cardiovascular
cerebrovascular-disease	1524	cardiovascular
cerebrovascular-disease	1535	cardiovascular
cerebrovascular-disease	1636	cardiovascular
cerebrovascular-disease	2022	cardiovascular
cerebrovascular-disease	2147	cardiovascular
cerebrovascular-disease	2153	cardiovascular
cerebrovascular-disease	2155	cardiovascular
cerebrovascular-disease	2157	cardiovascular
cerebrovascular-disease	2169	cardiovascular
cerebrovascular-disease	2243	cardiovascular
cerebrovascular-disease	2244	cardiovascular
cerebrovascular-disease	2778	cardiovascular
cerebrovascular-disease	2811	cardiovascular
cerebrovascular-disease	3162	cardiovascular
cerebrovascular-disease	3383	cardiovascular
cerebrovascular-disease	3673	cardiovascular
cerebrovascular-disease	3674	cardiovascular
cerebrovascular-disease	3690	cardiovascular
cerebrovascular-disease	4397	cardiovascular
cerebrovascular-disease	4524	cardiovascular
cerebrovascular-disease	4548	cardiovascular
cerebrovascular-disease	4552	cardiovascular
cerebrovascular-disease	4854	cardiovascular
cerebrovascular-disease	4878	cardiovascular
cerebrovascular-disease	5054	cardiovascular
cerebrovascular-disease	5167	cardiovascular
cerebrovascular-disease	5265	cardiovascular
cerebrovascular-disease	5444	cardiovascular
cerebrovascular-disease	5743	cardiovascular
cerebrovascular-disease	6401	cardiovascular
cerebrovascular-disease	6402	cardiovascular
cerebrovascular-disease	6403	cardiovascular
cerebrovascular-disease	6404	cardiovascular
cerebrovascular-disease	6948	cardiovascular
cerebrovascular-disease	7056	cardiovascular
cerebrovascular-disease	7099	cardiovascular
cerebrovascular-disease	7124	cardiovascular
cerebrovascular-disease	7412	cardiovascular
cerebrovascular-disease	7753	cardiovascular
cerebrovascular-disease	9370	cardiovascular
cerebrovascular-disease	10544	cardiovascular
cholesterol-related	19	cardiovascular
cholesterol-related	125	cardiovascular
cholesterol-related	131	cardiovascular
cholesterol-related	154	cardiovascular
cholesterol-related	185	cardiovascular
cholesterol-related	208	cardiovascular
cholesterol-related	335	cardiovascular
cholesterol-related	337	cardiovascular
cholesterol-related	338	cardiovascular
cholesterol-related	341	cardiovascular
cholesterol-related	344	cardiovascular
cholesterol-related	345	cardiovascular
cholesterol-related	346	cardiovascular
cholesterol-related	348	cardiovascular
cholesterol-related	720	cardiovascular
cholesterol-related	721	cardiovascular
cholesterol-related	726	cardiovascular
cholesterol-related	929	cardiovascular
cholesterol-related	949	cardiovascular
cholesterol-related	1071	cardiovascular
cholesterol-related	1535	cardiovascular
cholesterol-related	1571	cardiovascular
cholesterol-related	1581	cardiovascular
cholesterol-related	1585	cardiovascular
cholesterol-related	1636	cardiovascular
cholesterol-related	1906	cardiovascular
cholesterol-related	2099	cardiovascular
cholesterol-related	2100	cardiovascular
cholesterol-related	2168	cardiovascular
cholesterol-related	3105	cardiovascular
cholesterol-related	3106	cardiovascular
cholesterol-related	3123	cardiovascular
cholesterol-related	3673	cardiovascular
cholesterol-related	3931	cardiovascular
cholesterol-related	3949	cardiovascular
cholesterol-related	3953	cardiovascular
cholesterol-related	3990	cardiovascular
cholesterol-related	4023	cardiovascular
cholesterol-related	4049	cardiovascular
cholesterol-related	4153	cardiovascular
cholesterol-related	4846	cardiovascular
cholesterol-related	4878	cardiovascular
cholesterol-related	5051	cardiovascular
cholesterol-related	5054	cardiovascular
cholesterol-related	5444	cardiovascular
cholesterol-related	5445	cardiovascular
cholesterol-related	5465	cardiovascular
cholesterol-related	5467	cardiovascular
cholesterol-related	5468	cardiovascular
cholesterol-related	6646	cardiovascular
cholesterol-related	6721	cardiovascular
cholesterol-related	7099	cardiovascular
cholesterol-related	7350	cardiovascular
cholesterol-related	9370	cardiovascular
cholesterol-related	116519	cardiovascular
cholesterol-related	255738	cardiovascular
congenital-heart-disease	118	cardiovascular
congenital-heart-disease	152	cardiovascular
congenital-heart-disease	153	cardiovascular
congenital-heart-disease	186	cardiovascular
congenital-heart-disease	270	cardiovascular
congenital-heart-disease	659	cardiovascular
congenital-heart-disease	875	cardiovascular
congenital-heart-disease	1158	cardiovascular
congenital-heart-disease	2147	cardiovascular
congenital-heart-disease	2155	cardiovascular
congenital-heart-disease	2626	cardiovascular
congenital-heart-disease	2697	cardiovascular
congenital-heart-disease	3221	cardiovascular
congenital-heart-disease	3222	cardiovascular
congenital-heart-disease	3458	cardiovascular
congenital-heart-disease	3586	cardiovascular
congenital-heart-disease	3690	cardiovascular
congenital-heart-disease	4397	cardiovascular
congenital-heart-disease	4522	cardiovascular
congenital-heart-disease	4524	cardiovascular
congenital-heart-disease	4548	cardiovascular
congenital-heart-disease	4552	cardiovascular
congenital-heart-disease	4772	cardiovascular
congenital-heart-disease	4846	cardiovascular
congenital-heart-disease	4878	cardiovascular
congenital-heart-disease	5781	cardiovascular
congenital-heart-disease	6573	cardiovascular
congenital-heart-disease	6899	cardiovascular
congenital-heart-disease	7040	cardiovascular
congenital-heart-disease	7124	cardiovascular
congenital-heart-disease	7422	cardiovascular
congenital-heart-disease	10370	cardiovascular
congenital-heart-disease	23414	cardiovascular
congenital-heart-disease	23493	cardiovascular
congenital-heart-disease	55997	cardiovascular
coronary-artery-disease	183	cardiovascular
coronary-artery-disease	185	cardiovascular
coronary-artery-disease	1234	cardiovascular
coronary-artery-disease	1277	cardiovascular
coronary-artery-disease	1490	cardiovascular
coronary-artery-disease	1585	cardiovascular
coronary-artery-disease	1636	cardiovascular
coronary-artery-disease	2099	cardiovascular
coronary-artery-disease	2200	cardiovascular
coronary-artery-disease	3586	cardiovascular
coronary-artery-disease	4314	cardiovascular
coronary-artery-disease	4318	cardiovascular
coronary-syndrome	19	cardiovascular
coronary-syndrome	28	cardiovascular
coronary-syndrome	39	cardiovascular
coronary-syndrome	52	cardiovascular
coronary-syndrome	100	cardiovascular
coronary-syndrome	125	cardiovascular
coronary-syndrome	131	cardiovascular
coronary-syndrome	148	cardiovascular
coronary-syndrome	151	cardiovascular
coronary-syndrome	153	cardiovascular
coronary-syndrome	154	cardiovascular
coronary-syndrome	155	cardiovascular
coronary-syndrome	177	cardiovascular
coronary-syndrome	183	cardiovascular
coronary-syndrome	185	cardiovascular
coronary-syndrome	186	cardiovascular
coronary-syndrome	241	cardiovascular
coronary-syndrome	246	cardiovascular
coronary-syndrome	270	cardiovascular
coronary-syndrome	335	cardiovascular
coronary-syndrome	337	cardiovascular
coronary-syndrome	338	cardiovascular
coronary-syndrome	341	cardiovascular
coronary-syndrome	344	cardiovascular
coronary-syndrome	345	cardiovascular
coronary-syndrome	346	cardiovascular
coronary-syndrome	348	cardiovascular
coronary-syndrome	367	cardiovascular
coronary-syndrome	368	cardiovascular
coronary-syndrome	590	cardiovascular
coronary-syndrome	623	cardiovascular
coronary-syndrome	624	cardiovascular
coronary-syndrome	635	cardiovascular
coronary-syndrome	720	cardiovascular
coronary-syndrome	721	cardiovascular
coronary-syndrome	801	cardiovascular
coronary-syndrome	875	cardiovascular
coronary-syndrome	929	cardiovascular
coronary-syndrome	948	cardiovascular
coronary-syndrome	949	cardiovascular
coronary-syndrome	958	cardiovascular
coronary-syndrome	959	cardiovascular
coronary-syndrome	1071	cardiovascular
coronary-syndrome	1215	cardiovascular
coronary-syndrome	1231	cardiovascular
coronary-syndrome	1234	cardiovascular
coronary-syndrome	1281	cardiovascular
coronary-syndrome	1401	cardiovascular
coronary-syndrome	1471	cardiovascular
coronary-syndrome	1524	cardiovascular
coronary-syndrome	1535	cardiovascular
coronary-syndrome	1543	cardiovascular
coronary-syndrome	1571	cardiovascular
coronary-syndrome	1573	cardiovascular
coronary-syndrome	1581	cardiovascular
coronary-syndrome	1585	cardiovascular
coronary-syndrome	1586	cardiovascular
coronary-syndrome	1588	cardiovascular
coronary-syndrome	1636	cardiovascular
coronary-syndrome	1821	cardiovascular
coronary-syndrome	1889	cardiovascular
coronary-syndrome	1906	cardiovascular
coronary-syndrome	2053	cardiovascular
coronary-syndrome	2098	cardiovascular
coronary-syndrome	2099	cardiovascular
coronary-syndrome	2100	cardiovascular
coronary-syndrome	2147	cardiovascular
coronary-syndrome	2149	cardiovascular
coronary-syndrome	2152	cardiovascular
coronary-syndrome	2153	cardiovascular
coronary-syndrome	2155	cardiovascular
coronary-syndrome	2157	cardiovascular
coronary-syndrome	2161	cardiovascular
coronary-syndrome	2162	cardiovascular
coronary-syndrome	2168	cardiovascular
coronary-syndrome	2169	cardiovascular
coronary-syndrome	2200	cardiovascular
coronary-syndrome	2212	cardiovascular
coronary-syndrome	2214	cardiovascular
coronary-syndrome	2215	cardiovascular
coronary-syndrome	2243	cardiovascular
coronary-syndrome	2244	cardiovascular
coronary-syndrome	2266	cardiovascular
coronary-syndrome	2624	cardiovascular
coronary-syndrome	2645	cardiovascular
coronary-syndrome	2693	cardiovascular
coronary-syndrome	2701	cardiovascular
coronary-syndrome	2729	cardiovascular
coronary-syndrome	2730	cardiovascular
coronary-syndrome	2739	cardiovascular
coronary-syndrome	2784	cardiovascular
coronary-syndrome	2811	cardiovascular
coronary-syndrome	2876	cardiovascular
coronary-syndrome	2908	cardiovascular
coronary-syndrome	3043	cardiovascular
coronary-syndrome	3075	cardiovascular
coronary-syndrome	3077	cardiovascular
coronary-syndrome	3105	cardiovascular
coronary-syndrome	3106	cardiovascular
coronary-syndrome	3119	cardiovascular
coronary-syndrome	3123	cardiovascular
coronary-syndrome	3156	cardiovascular
coronary-syndrome	3162	cardiovascular
coronary-syndrome	3240	cardiovascular
coronary-syndrome	3304	cardiovascular
coronary-syndrome	3383	cardiovascular
coronary-syndrome	3458	cardiovascular
coronary-syndrome	3459	cardiovascular
coronary-syndrome	3460	cardiovascular
coronary-syndrome	3552	cardiovascular
coronary-syndrome	3553	cardiovascular
coronary-syndrome	3554	cardiovascular
coronary-syndrome	3557	cardiovascular
coronary-syndrome	3569	cardiovascular
coronary-syndrome	3586	cardiovascular
coronary-syndrome	3593	cardiovascular
coronary-syndrome	3606	cardiovascular
coronary-syndrome	3643	cardiovascular
coronary-syndrome	3667	cardiovascular
coronary-syndrome	3672	cardiovascular
coronary-syndrome	3673	cardiovascular
coronary-syndrome	3674	cardiovascular
coronary-syndrome	3675	cardiovascular
coronary-syndrome	3688	cardiovascular
coronary-syndrome	3689	cardiovascular
coronary-syndrome	3690	cardiovascular
coronary-syndrome	3767	cardiovascular
coronary-syndrome	3931	cardiovascular
coronary-syndrome	3949	cardiovascular
coronary-syndrome	3957	cardiovascular
coronary-syndrome	3990	cardiovascular
coronary-syndrome	3998	cardiovascular
coronary-syndrome	4000	cardiovascular
coronary-syndrome	4018	cardiovascular
coronary-syndrome	4023	cardiovascular
coronary-syndrome	4035	cardiovascular
coronary-syndrome	4049	cardiovascular
coronary-syndrome	4056	cardiovascular
coronary-syndrome	4153	cardiovascular
coronary-syndrome	4205	cardiovascular
coronary-syndrome	4312	cardiovascular
coronary-syndrome	4313	cardiovascular
coronary-syndrome	4314	cardiovascular
coronary-syndrome	4316	cardiovascular
coronary-syndrome	4318	cardiovascular
coronary-syndrome	4321	cardiovascular
coronary-syndrome	4353	cardiovascular
coronary-syndrome	4397	cardiovascular
coronary-syndrome	4524	cardiovascular
coronary-syndrome	4547	cardiovascular
coronary-syndrome	4548	cardiovascular
coronary-syndrome	4552	cardiovascular
coronary-syndrome	4602	cardiovascular
coronary-syndrome	4846	cardiovascular
coronary-syndrome	4852	cardiovascular
coronary-syndrome	4878	cardiovascular
coronary-syndrome	4973	cardiovascular
coronary-syndrome	4982	cardiovascular
coronary-syndrome	5035	cardiovascular
coronary-syndrome	5048	cardiovascular
coronary-syndrome	5054	cardiovascular
coronary-syndrome	5167	cardiovascular
coronary-syndrome	5175	cardiovascular
coronary-syndrome	5236	cardiovascular
coronary-syndrome	5265	cardiovascular
coronary-syndrome	5320	cardiovascular
coronary-syndrome	5327	cardiovascular
coronary-syndrome	5444	cardiovascular
coronary-syndrome	5445	cardiovascular
coronary-syndrome	5446	cardiovascular
coronary-syndrome	5465	cardiovascular
coronary-syndrome	5467	cardiovascular
coronary-syndrome	5468	cardiovascular
coronary-syndrome	5506	cardiovascular
coronary-syndrome	5696	cardiovascular
coronary-syndrome	5698	cardiovascular
coronary-syndrome	5724	cardiovascular
coronary-syndrome	5742	cardiovascular
coronary-syndrome	5743	cardiovascular
coronary-syndrome	5786	cardiovascular
coronary-syndrome	5819	cardiovascular
coronary-syndrome	5891	cardiovascular
coronary-syndrome	5973	cardiovascular
coronary-syndrome	6007	cardiovascular
coronary-syndrome	6098	cardiovascular
coronary-syndrome	6117	cardiovascular
coronary-syndrome	6256	cardiovascular
coronary-syndrome	6347	cardiovascular
coronary-syndrome	6352	cardiovascular
coronary-syndrome	6356	cardiovascular
coronary-syndrome	6387	cardiovascular
coronary-syndrome	6401	cardiovascular
coronary-syndrome	6402	cardiovascular
coronary-syndrome	6403	cardiovascular
coronary-syndrome	6404	cardiovascular
coronary-syndrome	6648	cardiovascular
coronary-syndrome	6720	cardiovascular
coronary-syndrome	6872	cardiovascular
coronary-syndrome	6890	cardiovascular
coronary-syndrome	6947	cardiovascular
coronary-syndrome	7015	cardiovascular
coronary-syndrome	7040	cardiovascular
coronary-syndrome	7056	cardiovascular
coronary-syndrome	7057	cardiovascular
coronary-syndrome	7058	cardiovascular
coronary-syndrome	7060	cardiovascular
coronary-syndrome	7066	cardiovascular
coronary-syndrome	7097	cardiovascular
coronary-syndrome	7099	cardiovascular
coronary-syndrome	7124	cardiovascular
coronary-syndrome	7128	cardiovascular
coronary-syndrome	7132	cardiovascular
coronary-syndrome	7133	cardiovascular
coronary-syndrome	7351	cardiovascular
coronary-syndrome	7352	cardiovascular
coronary-syndrome	7421	cardiovascular
coronary-syndrome	7422	cardiovascular
coronary-syndrome	7450	cardiovascular
coronary-syndrome	7486	cardiovascular
coronary-syndrome	7941	cardiovascular
coronary-syndrome	8546	cardiovascular
coronary-syndrome	8807	cardiovascular
coronary-syndrome	8809	cardiovascular
coronary-syndrome	9001	cardiovascular
coronary-syndrome	9365	cardiovascular
coronary-syndrome	9370	cardiovascular
coronary-syndrome	9429	cardiovascular
coronary-syndrome	9971	cardiovascular
coronary-syndrome	10062	cardiovascular
coronary-syndrome	10068	cardiovascular
coronary-syndrome	10392	cardiovascular
coronary-syndrome	10544	cardiovascular
coronary-syndrome	51094	cardiovascular
coronary-syndrome	51206	cardiovascular
coronary-syndrome	51738	cardiovascular
coronary-syndrome	54106	cardiovascular
coronary-syndrome	58191	cardiovascular
coronary-syndrome	64805	cardiovascular
coronary-syndrome	79001	cardiovascular
coronary-syndrome	84735	cardiovascular
coronary-syndrome	116519	cardiovascular
coronary-syndrome	255738	cardiovascular
coronary-syndrome	387715	cardiovascular
C-reactive-protein	929	cardiovascular
C-reactive-protein	1401	cardiovascular
C-reactive-protein	1821	cardiovascular
C-reactive-protein	2099	cardiovascular
C-reactive-protein	2161	cardiovascular
C-reactive-protein	2244	cardiovascular
C-reactive-protein	3075	cardiovascular
C-reactive-protein	3569	cardiovascular
C-reactive-protein	3586	cardiovascular
C-reactive-protein	3654	cardiovascular
C-reactive-protein	4846	cardiovascular
C-reactive-protein	7097	cardiovascular
C-reactive-protein	7099	cardiovascular
dementia	12	cardiovascular
dementia	348	cardiovascular
dementia	7040	cardiovascular
dementia	9446	cardiovascular
diabetes	154	cardiovascular
diabetes	335	cardiovascular
diabetes	345	cardiovascular
diabetes	348	cardiovascular
diabetes	726	cardiovascular
diabetes	948	cardiovascular
diabetes	958	cardiovascular
diabetes	1029	cardiovascular
diabetes	1030	cardiovascular
diabetes	1071	cardiovascular
diabetes	1535	cardiovascular
diabetes	1543	cardiovascular
diabetes	1636	cardiovascular
diabetes	2167	cardiovascular
diabetes	2168	cardiovascular
diabetes	2645	cardiovascular
diabetes	2701	cardiovascular
diabetes	3690	cardiovascular
diabetes	3990	cardiovascular
diabetes	4023	cardiovascular
diabetes	4314	cardiovascular
diabetes	4397	cardiovascular
diabetes	4502	cardiovascular
diabetes	4524	cardiovascular
diabetes	4547	cardiovascular
diabetes	4846	cardiovascular
diabetes	4852	cardiovascular
diabetes	4878	cardiovascular
diabetes	4879	cardiovascular
diabetes	5054	cardiovascular
diabetes	5105	cardiovascular
diabetes	5167	cardiovascular
diabetes	5444	cardiovascular
diabetes	5445	cardiovascular
diabetes	5465	cardiovascular
diabetes	5506	cardiovascular
diabetes	5786	cardiovascular
diabetes	5891	cardiovascular
diabetes	7099	cardiovascular
diabetes	7351	cardiovascular
diabetes	7450	cardiovascular
diabetes	9370	cardiovascular
diabetes	51094	cardiovascular
diabetes	56729	cardiovascular
early-onset-ischemic-heart-disease.	348	cardiovascular
early-onset-ischemic-heart-disease.	1636	cardiovascular
ECG-abnormal	287	cardiovascular
ECG-abnormal	3751	cardiovascular
ECG-abnormal	3752	cardiovascular
ECG-abnormal	3753	cardiovascular
ECG-abnormal	3757	cardiovascular
ECG-abnormal	3784	cardiovascular
ECG-abnormal	6262	cardiovascular
ECG-abnormal	6331	cardiovascular
ECG-abnormal	9992	cardiovascular
ECG-abnormal	10984	cardiovascular
ECG-abnormal	23630	cardiovascular
emphysema	1543	cardiovascular
emphysema	1553	cardiovascular
emphysema	1571	cardiovascular
emphysema	2052	cardiovascular
emphysema	2944	cardiovascular
emphysema	2950	cardiovascular
emphysema	2952	cardiovascular
emphysema	3162	cardiovascular
emphysema	4318	cardiovascular
familial-combined-hyperlipidemia	118	cardiovascular
familial-hypertrophic-cardiomyopathy.	4607	cardiovascular
ferritin	3077	cardiovascular
ferritin	6648	cardiovascular
fibrinogen-heart-disease	1401	cardiovascular
fibrinogen-heart-disease	2099	cardiovascular
fibrinogen-heart-disease	2155	cardiovascular
fibrinogen-heart-disease	2162	cardiovascular
fibrinogen-heart-disease	2243	cardiovascular
fibrinogen-heart-disease	2244	cardiovascular
fibrinogen-heart-disease	2266	cardiovascular
fibrinogen-heart-disease	3569	cardiovascular
fibrinogen-heart-disease	3690	cardiovascular
fibrinogen-heart-disease	5327	cardiovascular
gastrointestinal-symptoms	3757	cardiovascular
gastrointestinal-symptoms	6331	cardiovascular
giant-cell-arteritis	2212	cardiovascular
giant-cell-arteritis	2214	cardiovascular
giant-cell-arteritis	3123	cardiovascular
giant-cell-arteritis	3383	cardiovascular
giant-cell-arteritis	3458	cardiovascular
giant-cell-arteritis	3552	cardiovascular
giant-cell-arteritis	3565	cardiovascular
giant-cell-arteritis	3586	cardiovascular
giant-cell-arteritis	4282	cardiovascular
giant-cell-arteritis	4790	cardiovascular
giant-cell-arteritis	4846	cardiovascular
giant-cell-arteritis	6352	cardiovascular
giant-cell-arteritis	6401	cardiovascular
giant-cell-arteritis	7124	cardiovascular
giant-cell-arteritis	7422	cardiovascular
giant-cell-arteritis	26191	cardiovascular
heart-failure	28	cardiovascular
heart-failure	152	cardiovascular
heart-failure	153	cardiovascular
heart-failure	154	cardiovascular
heart-failure	155	cardiovascular
heart-failure	183	cardiovascular
heart-failure	185	cardiovascular
heart-failure	270	cardiovascular
heart-failure	929	cardiovascular
heart-failure	1231	cardiovascular
heart-failure	1585	cardiovascular
heart-failure	1636	cardiovascular
heart-failure	1906	cardiovascular
heart-failure	1909	cardiovascular
heart-failure	2162	cardiovascular
heart-failure	2165	cardiovascular
heart-failure	3240	cardiovascular
heart-failure	3458	cardiovascular
heart-failure	3569	cardiovascular
heart-failure	3586	cardiovascular
heart-failure	4000	cardiovascular
heart-failure	4313	cardiovascular
heart-failure	4846	cardiovascular
heart-failure	6532	cardiovascular
heart-failure	7040	cardiovascular
heart-failure	7124	cardiovascular
heart-failure	7422	cardiovascular
heart-failure	136319	cardiovascular
heart-transplant	355	cardiovascular
heart-transplant	356	cardiovascular
heart-transplant	943	cardiovascular
heart-transplant	1577	cardiovascular
heart-transplant	3002	cardiovascular
heart-transplant	3458	cardiovascular
heart-transplant	3569	cardiovascular
heart-transplant	3586	cardiovascular
heart-transplant	5156	cardiovascular
heart-transplant	5243	cardiovascular
heart-transplant	7040	cardiovascular
heart-transplant	7124	cardiovascular
heart-transplant	7422	cardiovascular
hypertension	36	cardiovascular
hypertension	100	cardiovascular
hypertension	118	cardiovascular
hypertension	119	cardiovascular
hypertension	120	cardiovascular
hypertension	125	cardiovascular
hypertension	131	cardiovascular
hypertension	133	cardiovascular
hypertension	134	cardiovascular
hypertension	135	cardiovascular
hypertension	147	cardiovascular
hypertension	148	cardiovascular
hypertension	150	cardiovascular
hypertension	151	cardiovascular
hypertension	152	cardiovascular
hypertension	153	cardiovascular
hypertension	154	cardiovascular
hypertension	155	cardiovascular
hypertension	183	cardiovascular
hypertension	185	cardiovascular
hypertension	186	cardiovascular
hypertension	196	cardiovascular
hypertension	208	cardiovascular
hypertension	210	cardiovascular
hypertension	217	cardiovascular
hypertension	239	cardiovascular
hypertension	335	cardiovascular
hypertension	338	cardiovascular
hypertension	345	cardiovascular
hypertension	348	cardiovascular
hypertension	462	cardiovascular
hypertension	472	cardiovascular
hypertension	476	cardiovascular
hypertension	477	cardiovascular
hypertension	488	cardiovascular
hypertension	623	cardiovascular
hypertension	624	cardiovascular
hypertension	659	cardiovascular
hypertension	726	cardiovascular
hypertension	796	cardiovascular
hypertension	831	cardiovascular
hypertension	846	cardiovascular
hypertension	847	cardiovascular
hypertension	857	cardiovascular
hypertension	948	cardiovascular
hypertension	958	cardiovascular
hypertension	1029	cardiovascular
hypertension	1030	cardiovascular
hypertension	1071	cardiovascular
hypertension	1080	cardiovascular
hypertension	1113	cardiovascular
hypertension	1187	cardiovascular
hypertension	1188	cardiovascular
hypertension	1191	cardiovascular
hypertension	1215	cardiovascular
hypertension	1231	cardiovascular
hypertension	1234	cardiovascular
hypertension	1267	cardiovascular
hypertension	1269	cardiovascular
hypertension	1278	cardiovascular
hypertension	1312	cardiovascular
hypertension	1361	cardiovascular
hypertension	1373	cardiovascular
hypertension	1497	cardiovascular
hypertension	1524	cardiovascular
hypertension	1535	cardiovascular
hypertension	1543	cardiovascular
hypertension	1557	cardiovascular
hypertension	1558	cardiovascular
hypertension	1559	cardiovascular
hypertension	1571	cardiovascular
hypertension	1573	cardiovascular
hypertension	1576	cardiovascular
hypertension	1577	cardiovascular
hypertension	1579	cardiovascular
hypertension	1580	cardiovascular
hypertension	1584	cardiovascular
hypertension	1585	cardiovascular
hypertension	1588	cardiovascular
hypertension	1621	cardiovascular
hypertension	1636	cardiovascular
hypertension	1734	cardiovascular
hypertension	1812	cardiovascular
hypertension	1814	cardiovascular
hypertension	1889	cardiovascular
hypertension	1906	cardiovascular
hypertension	1907	cardiovascular
hypertension	1909	cardiovascular
hypertension	1910	cardiovascular
hypertension	1950	cardiovascular
hypertension	2006	cardiovascular
hypertension	2022	cardiovascular
hypertension	2052	cardiovascular
hypertension	2099	cardiovascular
hypertension	2100	cardiovascular
hypertension	2147	cardiovascular
hypertension	2153	cardiovascular
hypertension	2155	cardiovascular
hypertension	2160	cardiovascular
hypertension	2169	cardiovascular
hypertension	2244	cardiovascular
hypertension	2281	cardiovascular
hypertension	2328	cardiovascular
hypertension	2492	cardiovascular
hypertension	2534	cardiovascular
hypertension	2642	cardiovascular
hypertension	2645	cardiovascular
hypertension	2688	cardiovascular
hypertension	2690	cardiovascular
hypertension	2701	cardiovascular
hypertension	2702	cardiovascular
hypertension	2771	cardiovascular
hypertension	2778	cardiovascular
hypertension	2784	cardiovascular
hypertension	2868	cardiovascular
hypertension	2876	cardiovascular
hypertension	2908	cardiovascular
hypertension	2944	cardiovascular
hypertension	2950	cardiovascular
hypertension	2981	cardiovascular
hypertension	2993	cardiovascular
hypertension	2997	cardiovascular
hypertension	3075	cardiovascular
hypertension	3082	cardiovascular
hypertension	3105	cardiovascular
hypertension	3106	cardiovascular
hypertension	3115	cardiovascular
hypertension	3117	cardiovascular
hypertension	3119	cardiovascular
hypertension	3123	cardiovascular
hypertension	3162	cardiovascular
hypertension	3241	cardiovascular
hypertension	3283	cardiovascular
hypertension	3290	cardiovascular
hypertension	3291	cardiovascular
hypertension	3356	cardiovascular
hypertension	3479	cardiovascular
hypertension	3480	cardiovascular
hypertension	3552	cardiovascular
hypertension	3553	cardiovascular
hypertension	3557	cardiovascular
hypertension	3569	cardiovascular
hypertension	3630	cardiovascular
hypertension	3636	cardiovascular
hypertension	3643	cardiovascular
hypertension	3667	cardiovascular
hypertension	3673	cardiovascular
hypertension	3674	cardiovascular
hypertension	3688	cardiovascular
hypertension	3690	cardiovascular
hypertension	3767	cardiovascular
hypertension	3779	cardiovascular
hypertension	3816	cardiovascular
hypertension	3817	cardiovascular
hypertension	3818	cardiovascular
hypertension	3949	cardiovascular
hypertension	3952	cardiovascular
hypertension	3953	cardiovascular
hypertension	3990	cardiovascular
hypertension	3991	cardiovascular
hypertension	4023	cardiovascular
hypertension	4041	cardiovascular
hypertension	4049	cardiovascular
hypertension	4205	cardiovascular
hypertension	4306	cardiovascular
hypertension	4314	cardiovascular
hypertension	4318	cardiovascular
hypertension	4524	cardiovascular
hypertension	4547	cardiovascular
hypertension	4548	cardiovascular
hypertension	4842	cardiovascular
hypertension	4846	cardiovascular
hypertension	4852	cardiovascular
hypertension	4868	cardiovascular
hypertension	4878	cardiovascular
hypertension	4879	cardiovascular
hypertension	4880	cardiovascular
hypertension	4881	cardiovascular
hypertension	4882	cardiovascular
hypertension	4883	cardiovascular
hypertension	4916	cardiovascular
hypertension	5025	cardiovascular
hypertension	5029	cardiovascular
